胡润百富榜年份,排名,排名变化,财富(人民币/亿),财富(美元/百万),财富变化,个人信息_人物关系,个人信息_姓名_中文,个人信息_姓名_英文,个人信息_性别,个人信息_年龄,个人信息_照片URL,个人信息_籍贯_中文,个人信息_籍贯_英文,个人信息_出生地_中文,个人信息_出生地_英文,个人信息_常住地_中文,个人信息_常住地_英文,个人信息_教育程度_中文,个人信息_教育程度_英文,个人信息_毕业院校,个人信息_专业_中文,个人信息_专业_英文,企业信息_公司名称_中文,企业信息_公司名称_英文,企业信息_公司总部_中文,企业信息_公司总部_英文,企业信息_行业_中文,企业信息_行业_英文
2024,345,-148,145.0,2040.0,-45%,家族,高纪凡,Gao Jifan,男,59,https://res.hurun.net/default/icon_men.jpg,,,,,中国-江苏-常州,,,,未知,,,天合光能,Trinasolar,江苏常州,Jiangsu,光伏产品,Photovoltaic Products
2024,345,13,145.0,2040.0,-9%,夫妇,李锂,Li Li,男,60,https://res.hurun.net/default/icon_men.jpg,中国-四川-眉山,China-Sichuan-Meishan,中国-四川-眉山,China - Sichuan - Meishan,中国-广东-深圳,China-Guangdong-Shenzhen,本科,Undergraduate,四川大学,,,海普瑞,Hepalink,广东深圳,Guangdong,医药,Pharmaceuticals
2024,345,82,145.0,2040.0,7%,父女,李如成,Li Rucheng,男,73,https://res.hurun.net/photo/000383_Li_Rucheng.jpg,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,雅戈尔,Youngor,浙江宁波,Zhejiang,服装、房地产、投资,"Apparel, Real Estate, Investments "
2024,345,-55,145.0,2040.0,-22%,个人,林刚,Lin Gang,男,60,https://res.hurun.net/default/icon_men.jpg,,,中国-广东,China-Guangdong,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,广东医学院,,,康哲药业,CMS,广东深圳,Guangdong,医药,Pharmaceuticals
2024,345,-71,145.0,2040.0,-26%,夫妇,聂腾云,Nie Tengyun,男,48,https://res.hurun.net/photo/000054_Nie_Tengyun.jpg,,,,,中国-上海,China-Shanghai,,,浙江商业职业技术学院,,,韵达,Yunda,上海青浦,Shanghai,物流,Logistics
2024,345,-32,145.0,2040.0,-17%,父子,戚金兴,Qi Jinxing,男,62,https://res.hurun.net/photo/000602_Qi_Jinxing.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-杭州,China-Zhejiang-Hangzhou,硕士,Master s,未知,,,滨江,Binjiang,浙江杭州,Zhejiang,房地产,Real estate
2024,345,43,145.0,2040.0,0%,个人,沈炜,Shen Wei,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-东莞,China-Guangdong-Dongguan,,,未知,,,VIVO,VIVO,广东东莞,Guangdong,消费电子产品,Consumer Electronics
2024,353,5,140.0,1970.0,-13%,个人,侯军呈,Hou Juncheng,男,60,https://res.hurun.net/photo/000758_Hou_Juncheng.jpg,,,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,珀莱雅,Proya Cosmetics,浙江杭州,Zhejiang,化妆品,Cosmetics
2024,353,-51,140.0,1970.0,-22%,个人,南存辉,Nan Cunhui,男,61,https://res.hurun.net/photo/000227_Nan_Cunhui.jpg,,,中国-山东-济宁,China-Shandong-Jining,中国-浙江-温州,China-Zhejiang-Wenzhou,,,北京工商大学,,,正泰,Chint,浙江温州,Zhejiang,工业电器、投资,"Industrial electronics, Investments"
2024,353,35,140.0,1970.0,-3%,个人,潘来灿,Pan Laican,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-佛山,China-Guangdong-Foshan,,,未知,,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings
2024,353,-130,140.0,1970.0,-40%,个人,汪建,Wang Jian,男,70,https://res.hurun.net/photo/000489_Wang_Jian.jpg,中国-湖南,China-Hunan,中国-湖南,China-Hunan,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,华大基因、碳云,"Bgi Genomics, iCarbonX",广东深圳,Guangdong,基因检测、医疗大数据,Genetic Testing
2024,353,-169,140.0,1970.0,-49%,家族,王燕清,Wang Yanqing,男,58,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,,,常州无线电工业学校,,,先导智能,Lead,江苏无锡,Jiangsu,自动化设备,Automation equipment manufacturing
2024,353,-11,140.0,1970.0,-15%,家族,王一鸣,Wang Yiming,男,43,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-宁波,,,,未知,,,锦浪科技,Ginlong Technologies,浙江宁波,Zhejiang,光伏逆变器,Inverter
2024,353,-63,140.0,1970.0,-24%,夫妇,王长田,Wang Changtian,男,59,https://res.hurun.net/photo/000221_Wang_Changtian.jpg,中国-辽宁-大连,China-Liaoning-Dalian,中国-辽宁-大连,China-Liaoning-Dalian,中国-北京,China-Beijing,本科,Undergraduate,复旦大学,,,光线传媒,Enlight Media,北京,Beijing,影视娱乐,Entertainment
2024,353,53,140.0,1970.0,0%,个人,魏应充,Wei Yin-Chun,男,67,https://res.hurun.net/default/icon_men.jpg,中国-福建-龙岩,China-Fujian-Longyan,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages
2024,353,53,140.0,1970.0,0%,个人,魏应交,Wei Ying-Chiao,男,69,https://res.hurun.net/default/icon_men.jpg,中国-福建-龙岩,China-Fujian-Longyan,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages
2024,353,53,140.0,1970.0,0%,个人,魏应行,Wei Yin-Heng,男,65,https://res.hurun.net/default/icon_men.jpg,中国-福建-龙岩,China-Fujian-Longyan,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages
2024,353,-40,140.0,1970.0,-20%,个人,吴凯,Wu Kai,男,56,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-宁德,China-Fujian-Ningde,博士,Doctorate,上海交大,,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology
2024,353,316,140.0,1970.0,56%,家族,吴礼淦,Wu Li-gann,男,83,https://res.hurun.net/default/icon_men.jpg,中国-湖北-武汉,China-Hubei-Wuhan,中国-台湾,China-Taiwan,中国-上海,China-Shanghai,,,未知,,,沪电股份,WUS Printed Circuit,上海,Shanghai,印制电路板,Electronic components
2024,353,17,140.0,1970.0,-10%,家族,叶立培,Ye Lipei,男,80,https://res.hurun.net/default/icon_men.jpg,中国-上海,China-Shanghai,中国-上海,China-Shanghai,中国-香港,China-Hong Kong,硕士,Master s,未知,,,仲盛,Super Ocean,上海闵行,Shanghai,投资、房地产,"Investments, Real Estate"
2024,353,74,140.0,1970.0,4%,个人,易大盛,Yi Dasheng,男,63,https://res.hurun.net/default/icon_men.jpg,,,,,中国-湖南-长沙,China-Hunan-Changsha,,,未知,,,富兴,Fuxing,湖南长沙,Hunan,汽车服务，产业园区,"Car seivices, Real Estate"
2024,353,74,140.0,1970.0,4%,个人,俞敏洪,Yu Minhong,男,62,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-北京,China-Beijing,本科,Undergraduate,北京大学,,,新东方,New Oriental,北京,Beijing,教育,Education
2024,353,24,140.0,1970.0,-7%,家族,周永利,Zhou Yongli,男,68,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,,未知,,,永利,Yongli,浙江绍兴,Zhejiang,轻纺、房地产、投资,"Textiles, real estate, Investments"
2024,353,-11,140.0,1970.0,-15%,个人,竺兆江,Zhu Zhaojiang,男,51,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,传音,Transsion,广东深圳,Guangdong,消费电子产品,Mobile
2024,353,282,140.0,1970.0,47%,个人,卓志哲,Cho Jyh-jer,男,未知,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾-鹿港,China-Taiwan-Deer Port,中国-台湾-新竹,China-Taiwan-Hsinchu,,,未知,,,联发科技,Media Tek,台湾新竹,Taiwan,半导体,Semiconductors
2024,371,6,135.0,1900.0,-10%,个人,邓鸿,Deng Hong,男,61,https://res.hurun.net/default/icon_men.jpg,中国-四川,China-Sichuan,中国-四川,China - Sichuan,中国-四川-成都,China - Sichuan-Chengdu,本科,Undergraduate,北京工业,,,成都环球世纪,Chengdu International Exhibition & Convention Center,四川成都,Sichuan,投资、房地产,"Investments, Real Estate"
2024,371,121,135.0,1900.0,13%,个人,董凡,Dong Fan,男,54,https://res.hurun.net/photo/000279_Dong_Fan.jpg,,,,,中国-广东-珠海,China-Guangdong-Zhuhai,硕士,Master s,上财、中山,,,健帆生物,Jafron Biomedical,广东珠海,Guangdong,生物医疗设备,Health Tech
2024,371,56,135.0,1900.0,0%,家族,方文雄,David Fong Man-hung,男,未知,https://res.hurun.net/default/icon_men.jpg,中国-广东-东莞,China-Guangdong,中国-广东-东莞,China-Guangdong,中国-香港,China-Hong Kong,,,未知,,,协成行,Hip Shing Hong,香港,Hong Kong,房地产,Estate Holding
2024,371,-1,135.0,1900.0,-13%,家族,何猷龙,Lawrence Ho Yau Lung,男,48,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,新濠国际,Melco,香港,Hong Kong,博彩,Gaming
2024,371,100,135.0,1900.0,8%,家族,焦佑伦,Chiao Yu-Lon,男,66,https://res.hurun.net/default/icon_men.jpg,,,,,中国-台北,China-Taipei,,,未知,,,华新丽华,Walsin Lihwa,台湾台北,Taiwan,半导体,Semiconductors
2024,371,-29,135.0,1900.0,-18%,父子,林秀成,Lin Xiucheng,男,69,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州市,China-Fujian-QuanzhouCity,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-厦门,China-Fujian-Xiamen,,,未知,,,三安,Sanan,福建厦门,Fujian,LED,LED
2024,371,56,135.0,1900.0,0%,个人,刘卫平,Liu Weiping,男,45,https://res.hurun.net/default/icon_men.jpg,中国-湖南,China-Hunan,中国-湖南-平江,China -Hunan-Pingjiang,中国-河南-漯河,China-Henan-Yuhe River,,,未知,,,卫龙,Weilong,河南漯河,Henan,食品,Food
2024,371,6,135.0,1900.0,-10%,夫妇,刘志强,Liu Zhiqiang,男,60,https://res.hurun.net/default/icon_men.jpg,中国-广东,China-Guangdong,中国-广东,China-Guangdong,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,中山大学,,,香江,Heung Kong,广东深圳,Guangdong,房地产、金融,"Real Estate, Finance"
2024,371,-13,135.0,1900.0,-16%,家族,沈锡强,Shen Xichang,男,76,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,,,未知,,,雅克科技,Yoke Technology,江苏无锡,Jiangsu,化工新材料,Chemical materials
2024,371,-29,135.0,1900.0,-18%,父子,汪建国,Wang Jianguo,男,64,https://res.hurun.net/default/icon_men.jpg,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-南京,China-Jiangsu-Nanjing,,,未知,,,五星投资,Five Star Appliance,江苏南京,Jiangsu,电子商务、儿童用品连锁,"E-Commerce, Retail"
2024,371,17,135.0,1900.0,-7%,家族,王世忠,Wang Shih-Chung,男,未知,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,亚德客,AirTAC,台湾台北,Taiwan,工业机械,Industrial Machinery
2024,371,121,135.0,1900.0,13%,家族,伍伟国,Michael Wu Wai Kwok,男,54,https://res.hurun.net/default/icon_men.jpg,,,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,美心,Maxim's Caterers,香港,Hong Kong,餐饮,Restaurants
2024,371,100,135.0,1900.0,8%,个人,肖安江,Xiao Anjiang,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南-娄底,,中国-湖南-长沙,Hunan,,,未知,,,五江轻化,Wujiang,湖南长沙,Hunan,钛合金、保温容器,Chemicals
2024,371,100,135.0,1900.0,8%,个人,肖自江,Xiao Zijiang,男,74,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南-娄底,,中国-湖南-长沙,Hunan,,,未知,,,五江轻化,Wujiang,湖南长沙,Hunan,钛合金、保温容器,Chemicals
2024,371,17,135.0,1900.0,-7%,个人,许树根,Xu Shugen,男,59,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-湖州,China-Zhejiang-Huzhou,本科,Undergraduate,未知,,,鼎力,Zhejiangdingli,浙江湖州,Zhejiang,机械制造,Manufacturing
2024,371,150,135.0,1900.0,17%,家族,袁富根,Yuan Fugen,男,74,https://res.hurun.net/default/icon_men.jpg,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,China-Jiangsu-Suzhou,,,未知,,,东山精密,Dongshan Precision Manufacturing,江苏苏州,Jiangsu,精密铸件,Precision castings
2024,371,100,135.0,1900.0,8%,个人,袁志伦,Yuan Zhilun,男,60,https://res.hurun.net/default/icon_men.jpg,中国-重庆,China-Chongqing,中国-重庆,China-Chongqing,中国-重庆,China-Chongqing,本科,Undergraduate,川大,,,博赛矿业,Bosai Minerals,重庆,Chongqing,矿业,Mining
2024,388,316,130.0,1830.0,51%,夫妇,陈世卿,Tony Chen Shih-Ching,男,75,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-台中,China-Taiwan-Taichung,,,未知,,,大立光,Largan,台湾台北,Taiwan,电子元件,Electronic Components
2024,388,83,130.0,1830.0,4%,个人,陈一丹,Chen Yidan,男,53,https://res.hurun.net/default/icon_men.jpg,中国-广东-深圳,China-Guangdong-Shenzhen,中国-广东-深圳,China-Guangdong-Shenzhen,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,深圳、南大,,,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services
2024,388,-30,130.0,1830.0,-19%,个人,崔立新,Cui Lixin,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-山东-滨州,,,,未知,,,创新集团,Innovation Group,山东滨州,Shandong,有色金属,Non-ferrous metals
2024,388,-46,130.0,1830.0,-21%,夫妇,崔鹏,Cui Peng,男,47,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,Guangdong,,,未知,,,菲鹏生物,Fapon Biotech,广东深圳,Guangdong,生物科技,Healthcare
2024,388,39,130.0,1830.0,-4%,个人,黄达文,Huang Dawen,男,64,https://res.hurun.net/default/icon_men.jpg,,,中国-香港,China-Hong Kong,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,合盛,Hoshine Silicon,浙江宁波,Zhejiang,硅材料,Metals & Mining
2024,388,241,130.0,1830.0,31%,夫妇,兰春,Lan Chun,男,58,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,,,,未知,,,新英才,New Talent,北京,Beijing,教育、生物医药、房地产、投资,"Education, Biotech, Real Estate, Investments"
2024,388,-127,130.0,1830.0,-37%,个人,李良彬,Li Liangbin,男,57,https://res.hurun.net/default/icon_men.jpg,中国-江西-宜春,China -Jiangxi - Yichun,中国-江西-宜春,China -Jiangxi - Yichun,中国-江西-新余,China-Jiangxi-Xinyu,,,未知,,,赣锋锂业,Ganfeng Lithium,江西新余,Jiangxi,有色金属冶炼加工,Non-ferrous Metals
2024,388,-174,130.0,1830.0,-46%,个人,李卫国,Li Weiguo,男,59,https://res.hurun.net/photo/000342_Li_Weiguo.jpg,,,中国-湖南-常德,China-Hunan-Changde,中国-北京,China-Beijing,本科,Undergraduate,湖南农,,,东方雨虹,Oriental Yuhong,北京,Beijing,防水材料,Waterproofing Material
2024,388,-18,130.0,1830.0,-16%,个人,李仙德,Li Xiande,男,49,https://res.hurun.net/default/icon_men.jpg,,,,,中国-江西-上饶,,,,未知,,,晶科能源,Jinko Solar,江西上饶,Jiangxi,太阳能,Solar
2024,388,104,130.0,1830.0,8%,个人,李湘平,Li Xiangping,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-山东-菏泽,,,,未知,,,东明石化,Dongming,山东菏泽,Shandong,石油化工,Petrochemical
2024,388,-98,130.0,1830.0,-30%,家族,梁允超,Liang Yunchao,男,55,https://res.hurun.net/photo/000216_Liang_Yunchao.jpg,,,中国-湖北-武汉,China -Hubei-Wuhan,中国-广东-珠海,China-Guangdong-Zhuhai,,,中南财经大学,,,汤臣倍健,By-Health,广东珠海,Guangdong,保健品,Healthcare
2024,388,133,130.0,1830.0,13%,个人,刘革新,Liu Gexin,男,73,https://res.hurun.net/default/icon_men.jpg,中国-湖北,China-Hubei,中国-湖北,China - Hubei,中国-四川-成都,China - Sichuan-Chengdu,,,未知,,,科伦药业,Kelun Pharmaceutical,四川成都,Sichuan,制药、医药流通,"Pharmaceuticals, medicine circulation"
2024,388,83,130.0,1830.0,4%,个人,尚吉永,Shang Jiyong,男,56,https://res.hurun.net/default/icon_men.jpg,中国-山东-东营,China-Shandong-Dongying,中国-山东,China-Shandong,中国-山东-东营,China -Shandong - Dongying,,,北京理工大学,,,万达控股,Wanda,山东东营,Shandong,轮胎、电缆、化工,"Tire, cable, chemical"
2024,388,0,130.0,1830.0,-10%,家族,苏素玉,Su Suyu,男,76,https://res.hurun.net/default/icon_men.jpg,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,China-Guangdong-Shantou,,,未知,,,联美,Lianmei,广东汕头,Guangdong,房地产、投资,"Real Estate, Investments"
2024,388,-46,130.0,1830.0,-21%,个人,王均金,Wang Junjin,男,56,https://res.hurun.net/photo/000302_Wang_Junjin.jpg,,,,,中国-上海,China-Shanghai,硕士,Master s,未知,,,均瑶,JuneYao,上海徐汇,Shanghai,房地产、航空、零售,"Real estate, airline, retail"
2024,388,67,130.0,1830.0,0%,家族,王秋雄,Wang Chou-Hsiong ,男,81,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾,China-Taiwan,中国-台湾-斗六,China-Taiwan-Doo-Six,,,未知,,,丰泰,Feng Tay,台湾斗六,Taiwan,服装,Apparel & Accessories
2024,388,39,130.0,1830.0,-4%,家族,吴绪顺,Wu Xushun,男,76,https://res.hurun.net/default/icon_men.jpg,,,中国-安徽-芜湖,China -Anhui - Wuhu,中国-安徽-芜湖,China -Anhui - Wuhu,,,未知,,,三七互娱,37 Interactive Entertainment,广东广州,Guangdong,网络游戏,Network game
2024,388,0,130.0,1830.0,-10%,家族,谢秉昆,Xie Bingkun,男,58,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-福州,China-Fujian-Fuzhou,,,未知,,,坤彩科技,Kuncai,福建福州,Fujian,珠光材料,Pearlescent material
2024,388,18,130.0,1830.0,-7%,家族,许冉,Xu Ran,未知,未知,https://res.hurun.net/default/icon_women.jpg,河南,,,Henan,河南焦作,Henan,硕士,,未知,,,龙佰,LB,河南焦作,Henan,钛白粉,Titanium Dioxide
2024,388,New,130.0,1830.0,NEW,家族,张国炜,K.W. Chang,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,星宇航空,Starlux Airlines,台湾台北,Taiwan,航空,Aerospace & Defence
2024,388,104,130.0,1830.0,8%,个人,周敬良,Zhou Jingliang,男,74,https://res.hurun.net/default/icon_men.jpg,,,中国-海南-海口,China-Hainan-Haikou,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,景田,Ganten,广东深圳,Guangdong,饮料,Food & Beverages
2024,388,-114,130.0,1830.0,-33%,父女,朱兴明,Zhu Xingming,男,57,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南,China-Hunan,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,未知,,,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment
2024,410,17,125.0,1760.0,-7%,个人,蔡华波,Cai huabo,男,48,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,江波龙,Longsys,广东深圳,Guangdong,半导体,Semiconductors
2024,410,17,125.0,1760.0,-7%,家族,丁立国,Ding Liguo,男,54,https://res.hurun.net/default/icon_men.jpg,中国-河北-任丘,China-Hebei-Renqiu,中国-河北-任丘,China-Hebei-Renqiu,中国-河北-唐山,China-Hebei-Tangshan,,,未知,,,德龙,Delong,上海,Shanghai,钢铁、天然气,"Iron,Natural Gas"
2024,410,-4,125.0,1760.0,-11%,个人,丁雅丽,Ding Yali,男,未知,https://res.hurun.net/default/icon_men.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-厦门,China-Fujian-Xiamen,,,未知,,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear
2024,410,82,125.0,1760.0,4%,个人,董伟,Dong Wei,男,53,https://res.hurun.net/default/icon_men.jpg,,,,,中国-江苏-连云港,China-Jiangsu-Lianyun Port,,,中国药科大学,,,恒瑞,Heng Chuang,江苏连云港,Jiangsu,医药,Pharmaceuticals
2024,410,341,125.0,1760.0,54%,个人,洪锋,Hong Feng,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,硕士,Master s,上海交大、美国普渡大学,,,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT
2024,410,-4,125.0,1760.0,-11%,母子,雷菊芳,Lei Jufang,女,71,https://res.hurun.net/default/icon_women.jpg,,,中国-甘肃-定西,China -Gansu - Dingxi,中国-西藏-林芝,China-Tibet-Linzhi,本科,Undergraduate,西交大,,,奇正藏药,Qizheng Pharmaceutical,西藏林芝,Tibet,医药,Pharmaceuticals
2024,410,-4,125.0,1760.0,-11%,家族,李非列,Li Feilie,男,58,https://res.hurun.net/default/icon_men.jpg,中国-广西-梧州,China-Guangxi-Zhangzhou,中国-北京,China-Beijing,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,北京经济,,,飞尚,Feishang,广东深圳,Guangdong,有色金属、钢铁、物流,"Non-ferrous Metals, Steel, Logistics"
2024,410,82,125.0,1760.0,4%,个人,李妙行,Li Miaohang,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-贵州-贵阳,China-Guizhou-Guiyang,,,未知,,,老干妈,Laoganma,贵州贵阳,Guizhou,食品,Food
