胡润百富榜年份,排名,排名变化,财富(人民币/亿),财富(美元/百万),财富变化,个人信息_人物关系,个人信息_姓名_中文,个人信息_姓名_英文,个人信息_性别,个人信息_年龄,个人信息_照片URL,个人信息_籍贯_中文,个人信息_籍贯_英文,个人信息_出生地_中文,个人信息_出生地_英文,个人信息_常住地_中文,个人信息_常住地_英文,个人信息_教育程度_中文,个人信息_教育程度_英文,个人信息_毕业院校,个人信息_专业_中文,个人信息_专业_英文,企业信息_公司名称_中文,企业信息_公司名称_英文,企业信息_公司总部_中文,企业信息_公司总部_英文,企业信息_行业_中文,企业信息_行业_英文
2024,454,111,115.0,1620.0,10%,个人,任道德,Ren Daode,男,64,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China -Beijing,,,未知,,,泰康,Taikang,北京,Beijing,保险,Insurance
2024,454,-66,115.0,1620.0,-21%,个人,吴映明,Wu Yingming,男,57,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-宁德,China-Fujian-Ningde,本科,Undergraduate,东北工学院,,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology
2024,454,1,115.0,1620.0,-12%,个人,俞熔,Yu Rong,男,53,https://res.hurun.net/photo/000256_Yu_Rong.jpg,,,,,中国-上海,China-Shanghai,博士,Doctorate,上交大、上财、中医科学院,,,美年健康,Health 100,上海静安,Shanghai,医疗服务,Medical service
2024,454,-152,115.0,1620.0,-36%,个人,袁江涛,Yuan Jiangtao,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor
2024,471,-65,110.0,1550.0,-21%,夫妇,曾万辉,Zeng Wanhui,男,56,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南,China-Hunan,中国-广东-广州,China-Guangdong-Guangzhou,,,未知,,,景嘉微,Jingjia Mirco,湖南长沙,Hunan,电子器件制造,Manufacturing
2024,471,65,110.0,1550.0,0%,家族,何著胜,He Zhusheng,男,77,https://res.hurun.net/default/icon_men.jpg,,,中国-辽宁,China-Liaoning,中国-辽宁-鞍山,China-Liaoning-Anshan,,,未知,,,后英,Houying,辽宁鞍山,Liaoning,耐火材料、钢铁、矿业,"Refractories, Steel, Mining"
2024,471,-83,110.0,1550.0,-24%,个人,贺正刚,He Zhenggang,男,70,https://res.hurun.net/default/icon_men.jpg,,,,,中国-四川-乐山,China - Sichuan - Leshan,,,未知,,,和邦股份,Hebang,四川乐山,Sichuan,矿产、化工,"Mining, chemicals"
2024,471,-65,110.0,1550.0,-21%,个人,胡兴荣,Hu Xingrong,男,43,https://res.hurun.net/default/icon_men.jpg,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-北京,China-Beijing,硕士,Master s,中央党校在读,,,多弗,Doof,北京,Beijing,贸易、房地产,"Trade, Real Estate"
2024,471,-191,110.0,1550.0,-42%,个人,李力,Li Li,男,59,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南-长沙,China-Hunan-Changsha,中国-湖南-长沙,China-Hunan-Changsha,,,湖南大学,,,爱尔眼科,Aier Ophthalmology,湖南长沙,Hunan,医疗服务,Medical services 
2024,471,-16,110.0,1550.0,-15%,夫妇,李明,Li Ming,男,56,https://res.hurun.net/default/icon_men.jpg,中国-陕西-宝鸡,China-Shanxi-Baoji,中国-甘肃-陇南,China -Gansu - Minnan,中国-甘肃-陇南,China -Gansu - Minnan,,,未知,,,亚特,Yate,甘肃陇南,Gansu,投资、有色金属,"Investments, Non-ferrous Metals"
2024,471,65,110.0,1550.0,0%,个人,刘洪林,Liu Honglin,男,73,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,,,未知,,,三木,Sanmu ,江苏无锡,Jiangsu,化工、铜加工、电线电缆,"Chemicals, copper, cable "
2024,471,21,110.0,1550.0,-8%,个人,梅志明,Mei Zhiming,男,52,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,,,未知,,,普洛斯,GLP,上海浦东,Shanghai,物流地产、投资,"Real Estate, Investments"
2024,471,94,110.0,1550.0,5%,家族,汪顾亦珍,Chee Chen Tung,男,107,https://res.hurun.net/default/icon_men.jpg,中国-江苏,China -Jiangsu,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,德昌电机,Johnson Electric,香港,Hong Kong,工业产品,Industrial Products
2024,471,-65,110.0,1550.0,-21%,家族,王剑峰,Wang Jianfeng,男,54,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,硕士,Master s,未知,,,均胜投资,Joyson,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts
2024,471,0,110.0,1550.0,-12%,个人,王文默,Wang Wenmo,男,68,https://res.hurun.net/default/icon_men.jpg,,,中国-福建,China-Fujian,中国-福建-厦门,China-Fujian-Xiamen,,,未知,,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear
2024,471,114,110.0,1550.0,10%,个人,吴尚志,Wu Shangzhi,男,74,https://res.hurun.net/default/icon_men.jpg,中国-北京,China-Beijing,中国-北京,China-Beijing,中国-北京,China-Beijing,博士,Doctorate,麻省理工学院斯隆管理学院,,,鼎晖,CDH,北京,Beijing,投资,Investments
2024,471,94,110.0,1550.0,5%,夫妇,项光明,Xiang Guangming,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-温州,China-Zhejiang-Wenzhou,,,未知,,,伟明环保,Weiming Environment Protection,浙江温州,Zhejiang,垃圾发电,garbage power
2024,471,94,110.0,1550.0,5%,个人,许晨晔,Xu Chenye,男,53,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,深圳、南大,,,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services
2024,471,-16,110.0,1550.0,-15%,个人,许英灼,Xu Yingzhuo,男,59,https://res.hurun.net/default/icon_men.jpg,中国-广东-潮汕,China-Guangdong-Tide,中国-广东-潮州,China-Guangdong-Chaozhou,中国-广东-广州,China-Guangdong-Guangzhou,本科,Undergraduate,悉尼大学,,,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products
2024,471,21,110.0,1550.0,-8%,个人,严健军,Yan Jianjun,男,59,https://res.hurun.net/default/icon_men.jpg,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-上海,China-Shanghai,本科,Undergraduate,上海工程技术,,,致达,Zenitek,上海静安,Shanghai,信息、金融、投资,"Information, Investments"
2024,471,0,110.0,1550.0,-12%,个人,姚奎章,Yao Kuizhang,男,59,https://res.hurun.net/default/icon_men.jpg,,,,,中国-河北-衡水,China-Hebei-Hengshui,,,未知,,,养元饮品,Yangyuan ZhiHui,河北衡水,Hebei,饮料,Food & Beverage
2024,471,21,110.0,1550.0,-8%,个人,郁国祥,Yu Guoxiang,男,54,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,,,未知,,,乐游科技,Leyou,上海,Shanghai,投资,Investments
2024,471,21,110.0,1550.0,-8%,个人,张宁,Zhang Ning,女,50,https://res.hurun.net/default/icon_women.jpg,,,,,中国-上海,China-Shanghai,硕士,Master s,北京工商大学、英国华威大学,,,彤程新材,Red Avenue,上海浦东,Shanghai,化工原料,Chemical raw materials
2024,471,94,110.0,1550.0,5%,个人,章小华,Zhang Xiaohua,男,56,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-金华,,,,未知,,,红狮控股,Hongshi,浙江金华,Zhejiang,水泥,Cement
2024,471,New,110.0,1550.0,NEW,夫妇,赵绪龙,Zhao Xulong,未知,未知,https://res.hurun.net/default/icon_women.jpg,内蒙古赤峰,China-Zhejiang-Shaoxing,中国-浙江-杭州,Nei Mongol,上海,Shanghai,,,未知,,,迈富时,Marketingforce,上海静安,Shanghai,SaaS解决方案,SaaS
2024,471,21,110.0,1550.0,-8%,个人,郑春颖,Zheng Chunying,男,未知,https://res.hurun.net/default/icon_men.jpg,,,中国-辽宁-辽阳,China-Liaoning-Liaoyang,中国-上海,China-Shanghai,,,未知,,,伽蓝,Jala,上海,Shanghai,化妆品,Cosmetic
2024,471,-83,110.0,1550.0,-24%,家族,周宗文,Zhou Zongwen,男,67,https://res.hurun.net/photo/000350_Zhou_Zongwen.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,周大生,Chow Tai Seng,广东深圳,Guangdong,珠宝,Jewellery
2024,494,261,105.0,1480.0,31%,家族,蔡镇球,Eric Tsai Cheng-Chiu,男,59,https://res.hurun.net/default/icon_men.jpg,中国-福建-泉州,China-Fujian-Quanzhou,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services
2024,494,138,105.0,1480.0,8%,个人,昌敬,Chang Jing,男,42,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,,,,未知,,,石头科技,Roborock,北京,Beijing,智能机器人,Robotics
2024,494,-2,105.0,1480.0,-13%,家族,陈先保,Chen Xianbao,男,65,https://res.hurun.net/default/icon_men.jpg,,,中国-安徽-合肥,China-Anhui-Hefei,中国-安徽-合肥,China-Anhui-Hefei,本科,Undergraduate,江南,,,华泰,Hefei Huatai,安徽合肥,Anhui,农副食品加工业,Food and beverage
2024,494,261,105.0,1480.0,31%,个人,成正辉,Cheng Zhenghui,男,60,https://res.hurun.net/default/icon_men.jpg,,,中国-广东-深圳,China-Guangdong-Shenzhen,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,惠泰医疗,Apt Medical,广东深圳,Guangdong,医疗器械,Medical Devices
2024,494,42,105.0,1480.0,-5%,个人,董才平,Dong Caiping,男,61,https://res.hurun.net/default/icon_men.jpg,中国-江苏-常州,China-Jiangsu-Changzhou,中国-江苏-常州,China-Jiangsu-Changzhou,中国-江苏-常州,China-Jiangsu-Changzhou,硕士,Master s,中央党校,,,中天钢铁,Zenith,江苏常州,Jiangsu,钢铁、投资,"Steel, Investments"
2024,494,172,105.0,1480.0,12%,个人,甘忠如,Gan Zhongru,男,76,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,,,,未知,,,甘李药业,Gan & Lee Pharmaceuticals,北京,Beijing,生物制药,Biotech
2024,494,42,105.0,1480.0,-5%,个人,何旗,He Qi,男,42,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,本科,Undergraduate,未知,,,均和,Junhe,上海浦东,Shanghai,钢铁贸易,Steel trade
2024,494,-117,105.0,1480.0,-30%,家族,黄巧灵,Huang Qiaoling,男,66,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,宋城,Worldland,浙江杭州,Zhejiang,旅游、房地产,"Tourism, real estate"
2024,494,212,105.0,1480.0,24%,家族,柯尊洪,Ke Zunhong,男,70,https://res.hurun.net/default/icon_men.jpg,中国-四川-雅安,China-Sichuan-Ya’an,中国-四川-雅安,China-Sichuan-Ya’an,中国-四川-成都,China - Sichuan-Chengdu,本科,Undergraduate,华西医,,,康弘药业,Kanghong Pharmaceuticals,四川成都,Sichuan,制药,Pharmaceuticals
2024,494,91,105.0,1480.0,5%,个人,陆昂,Lu Ang,女,61,https://res.hurun.net/default/icon_women.jpg,,,,,中国-北京,China-Beijing,硕士,Master s,武汉大学,,,嘉德,China Guardian,北京,Beijing,投资、拍卖,"Investments, Auction"
2024,494,141,105.0,1480.0,11%,夫妇,罗智先,Alex C. Lo,男,68,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾-台南,China-Taiwan-Tainan,中国-台湾-台南,China-Taiwan-Tainan,,,未知,,,统一,Uni-President,台湾台南,Taiwan,食品和饮料,Food & Beverages
2024,494,-88,105.0,1480.0,-25%,夫妇,蒲忠杰,Pu Zhongjie,男,61,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,博士,Doctorate,北京钢铁研究总院,,,乐普,Lepu,北京,Beijing,医疗设备,Medical Equipment
2024,494,91,105.0,1480.0,5%,夫妇,王明旺,Wang Mingwang,男,57,https://res.hurun.net/default/icon_men.jpg,中国-广东,China-Guangdong,中国-广东-茂名,China-Guangdong-Maoming,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,未知,,,欣旺达,Sunwoda,广东深圳,Guangdong,电子部件,Electrical Components
2024,494,71,105.0,1480.0,0%,个人,王维,Wang Wei,男,43,https://res.hurun.net/default/icon_men.jpg,中国-上海,China-Shanghai,中国-上海,China-Shanghai,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,行云集团,Xingyun,广东深圳,Guangdong,企业服务,Bussiness Service
2024,494,141,105.0,1480.0,11%,夫妇,王雪红,Cher Wang,男,66,https://res.hurun.net/default/icon_men.jpg,中国-台湾-新北,China-Taiwan-New North,中国-台湾-新北,China-Taiwan-New North,中国-台湾-桃园,China-Taiwan-Taoyuan,,,未知,,,宏达,HTC,台湾桃园,Taiwan,半导体,Semiconductors
2024,494,42,105.0,1480.0,-5%,个人,许连捷,Xu Lianjie,男,71,https://res.hurun.net/default/icon_men.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-泉州,China-Fujian-Quanzhou,,,未知,,,恒安,HengAn,福建泉州,Fujian,个人护理用品,Personal care products
2024,494,-39,105.0,1480.0,-19%,家族,薛向东,Xue Xiangdong,男,65,https://res.hurun.net/photo/000391_Xue_Xiangdong.jpg,中国-山东-泰安,China-Shandong-Tai’an,中国-山东-泰安,China-Shandong-Tai’an,中国-北京,China-Beijing,本科,Undergraduate,湖南大学,,,东华软件,DHC Digital,北京,Beijing,软件与信息服务,Software and Information Services
2024,494,-39,105.0,1480.0,-19%,个人,叶小平,Ye Xiaoping,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,中国-浙江-杭州,China-Zhejiang-Hangzhou,博士,Doctorate,牛津,,,泰格医药,Tigermed,浙江杭州,Zhejiang,医药,Pharmaceuticals
2024,494,New,105.0,1480.0,NEW,个人,余凯,Yu Kai,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,博士,Doctorate,南大、慕尼黑,,,地平线,Horizon,北京,Beijing,智能芯片,Smart chips
2024,494,91,105.0,1480.0,5%,父子,袁仲雪,Yuan Zhongxue,男,69,https://res.hurun.net/default/icon_men.jpg,,,,,中国-山东-青岛,China-Shandong-Qingdao,,,未知,,,赛轮轮胎,Sailun,山东青岛,Shandong,轮胎,Tires
2024,494,136,105.0,1480.0,7%,个人,张邦鑫,Zhang Bangxin,男,44,https://res.hurun.net/photo/000060_Zhang_Bangxin.jpg,,,中国-江苏,China-Jiangsu,中国-北京,China-Beijing,硕士,Master s,川大、北大,,,好未来,TAL Education,北京,Beijing,教育,Education
2024,494,-39,105.0,1480.0,-19%,家族,张传卫,Zhang Chuanwei,男,62,https://res.hurun.net/default/icon_men.jpg,中国-河南-信阳,China -Henan-Xinyang,中国-河南-信阳,China -Henan-Xinyang,中国-广东-中山,China-Guangdong-Zhongshan,,,未知,,,明阳智能,MingYang Smart Energy,广东中山,Guangdong,新能源,New Energy
2024,494,-39,105.0,1480.0,-19%,家族,张毓强,Zhang Yuqiang,男,69,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,硕士,Master s,浙江工业,,,振石控股,Zhenshi,浙江嘉兴,Zhejiang,房地产、矿产,"Real estate, mining"
2024,517,-46,100.0,1410.0,-20%,个人,陈康平,Chen Kangping,男,51,https://res.hurun.net/default/icon_men.jpg,,,,,中国-江西-上饶,,,,未知,,,晶科能源,Jinko Solar,江西上饶,Jiangxi,太阳能,Solar
2024,517,423,100.0,1410.0,54%,个人,程维,Cheng Wei,男,41,https://res.hurun.net/photo/000197_Cheng_Wei.jpg,,,中国-江西-上饶,China-Jiangxi-Shangrao,中国-北京,China-Beijing,本科,Undergraduate,北京化工大学,,,滴滴出行,Didi,北京,Beijing,生活服务平台,Life Service
2024,517,68,100.0,1410.0,0%,家族,邓耀,Tang Yiu,男,90,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,百丽,Belle,香港,Hong Kong,服装与配饰,Apparel & Accessories
2024,517,152,100.0,1410.0,11%,个人,段永平,Duan Yongping,男,63,https://res.hurun.net/default/icon_men.jpg,中国-江西-吉安,China-Jiangxi-Ji’an,中国-江西-南昌,China-Jiangxi-Nanchang,美国-湾区,United States - Bay Area,硕士,Master s,浙大、人大,,,步步高,BBK,美国,USA,投资,Investments
2024,517,48,100.0,1410.0,-5%,个人,顾伟,Gu Wei,男,59,https://res.hurun.net/photo/000505_Gu_Wei.jpg,,,中国-江西-南昌,China-Jiangxi-Nanchang,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,硕士,Master s,长江,,,兆驰股份,Mtc,广东深圳,Guangdong,消费电子产品,Consumer Electronics
2024,517,68,100.0,1410.0,0%,个人,胡应湘,Gordon Wu,男,89,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,合和实业,Hopewell,香港,Hong Kong,房地产、建筑工程,"Real Estate, Architectural Engineering"
2024,517,68,100.0,1410.0,0%,家族,黄宏生,Huang Hongsheng,男,68,https://res.hurun.net/default/icon_men.jpg,,,中国-海南-临高,China-Hainan-Lingao,中国-广东-深圳,China-Guangdong-Shenzhen,本科,Undergraduate,华南理工,,,创维,Skyworth,广东深圳,Guangdong,家用电器,Household Appliances
2024,517,68,100.0,1410.0,0%,家族,李国宝,Li Kwok-po,男,85,https://res.hurun.net/default/icon_men.jpg,,,伦敦,London,中国-香港,China-Hong Kong,,,未知,,,东亚银行,BEA,香港,Hong Kong,银行业,Banking
2024,517,68,100.0,1410.0,0%,家族,李家权,Li Jiaquan,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-四川,China - Sichuan,中国-四川-成都,China - Sichuan-Chengdu,,,未知,,,龙蟒,Lomon,四川成都,Sichuan,钛白粉、磷化工,"Titanium dioxide, phosphate"
2024,517,-140,100.0,1410.0,-33%,个人,李建全,Li Jianquan,男,67,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,稳健医疗,Winner,广东深圳,Guangdong,医疗用品,Health Tech
2024,517,118,100.0,1410.0,5%,个人,李金阳,Li Jinyang,女,未知,https://res.hurun.net/default/icon_women.jpg,,,,,中国-内蒙古-赤峰,China-Inner Mongolia-Chifeng,,,未知,,,赤峰黄金,Jilong,内蒙古赤峰,Inner Mongolia,金矿,Gold Mining
2024,517,-25,100.0,1410.0,-17%,个人,李宁,Li Ning,男,61,https://res.hurun.net/default/icon_men.jpg,中国-广东-佛山,China-Guangdong-Foshan,中国-广西-来宾,China-Guangxi-Guest,中国-北京,China-Beijing,硕士,Master s,北大、北大,,,李宁,Li-ning,北京,Beijing,体育用品、投资,"Sporting Goods, Investments"
2024,517,-280,100.0,1410.0,-55%,家族,李仲初,Li Zhongchu,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南-娄底,China-Hunan-Yandi,中国-北京,China-Beijing,硕士,Master s,武大、航天二院,,,石基,Shiji,北京,Beijing,软件与信息服务,Software and Information Services
2024,517,-25,100.0,1410.0,-17%,个人,励民,Li Min,男,59,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-福州,,,,未知,,,瑞芯微,Rockchip Electronics,福建福州,Fujian,集成电路,Integrated circuit
2024,517,-90,100.0,1410.0,-26%,家族,林定强,Lin Dingqiang,男,58,https://res.hurun.net/default/icon_men.jpg,中国-福建-福州,China-Fujian-Fuzhou,中国-福建-福州,China-Fujian-Fuzhou,中国-福建-福州,China-Fujian-Fuzhou,,,未知,,,金辉,Kamfei,北京,Beijing,房地产,Real Estate
2024,517,189,100.0,1410.0,18%,个人,刘方毅,Liu Fangyi,男,54,https://res.hurun.net/photo/005238_Liu_Fangyi.jpg,,,,,中国-山东-淄博,,,,未知,,,英科医疗,Intco,山东淄博,Shandong,医疗器械,Medical devices
2024,517,152,100.0,1410.0,11%,个人,秦龙,Qin Long,男,59,https://res.hurun.net/default/icon_men.jpg,,,,,中国-山东-青岛,China-Shandong-Qingdao,,,未知,,,森麒麟,Sentury,山东青岛,Shandong,轮胎,Tires
2024,517,118,100.0,1410.0,5%,家族,饶微,Rao Wei,男,60,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,,,,未知,,,新产业,New Industries,广东深圳,Guangdong,医疗器械,Health Tech
2024,517,-46,100.0,1410.0,-20%,个人,邵根伙,Shao Genhuo,男,59,https://res.hurun.net/default/icon_men.jpg,中国-浙江-金华,China-Zhejiang-Jinhua,中国-浙江-金华,China-Zhejiang-Jinhua,中国-北京,China-Beijing,博士,Doctorate,浙大、中国农业,,,大北农,Dabeinong,北京,Beijing,饲料、种业,"Animal Feed, Seed"
2024,517,48,100.0,1410.0,-5%,个人,施文博,Shi Wenbo,男,74,https://res.hurun.net/default/icon_men.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-泉州,China-Fujian-Quanzhou,,,未知,,,恒安,HengAn,福建泉州,Fujian,个人护理用品,Personal care products
2024,517,-90,100.0,1410.0,-26%,家族,孙孟全,Sun Mengquan,男,74,https://res.hurun.net/default/icon_men.jpg,中国-山东-烟台,China-Shandong-Yantai,,,中国-山东-烟台,China-Shandong-Yantai,,,未知,,,鲁花,Luhua,山东烟台,Shandong,食用油,Edible oils
2024,517,-46,100.0,1410.0,-20%,个人,唐修国,Tang Xiuguo,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南,China-Hunan,中国-湖南-长沙,China-Hunan-Changsha,本科,Undergraduate,中南,,,三一,Sany,北京,Beijing,重型机械,Heavy Machinery
2024,517,-147,100.0,1410.0,-35%,个人,田明,Tian Ming,男,71,https://res.hurun.net/default/icon_men.jpg,,,中国-安徽,China-Anhui,中国-安徽-合肥,China-Anhui-Hefei,,,未知,,,美亚光电,Meyer,安徽合肥,Anhui,专用设备制造业,"Electronic device, optoelectronic"
2024,517,234,100.0,1410.0,23%,夫妇,万隆,Wan Long,男,84,https://res.hurun.net/photo/000463_Wan_Long.jpg,,,中国-河南-漯河,China-Henan-Yuhe,中国-河南-郑州,China-Henan-Zhengzhou,,,未知,,,双汇,Shuanghui,河南郑州,Henan,食品,Food processing
2024,517,-90,100.0,1410.0,-26%,个人,汪林朋,Wang Linpeng,男,55,https://res.hurun.net/photo/000222_Wang_Linpeng.jpg,,,中国-湖北-黄冈,China -Hubei - Huanggang,中国-北京,China-Beijing,硕士,Master s,北京工商大学、北大,,,居然之家,Easyhome,北京,Beijing,家居建材,Home Building Materials
2024,517,118,100.0,1410.0,5%,家族,吴东进,Eugene Wu,男,79,https://res.hurun.net/default/icon_men.jpg,中国-台湾-新竹,China-Taiwan-Hsinchu,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,新光,Shin Kong,台湾台北,Taiwan,金融、医院,"Financial Services, Hospital"
2024,517,-129,100.0,1410.0,-31%,个人,谢嘉,Xie Jia,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,大疆,DJI,广东深圳,Guangdong,无人机,Drones
2024,517,68,100.0,1410.0,0%,个人,杨冰,Yang Bing,男,39,https://res.hurun.net/default/icon_men.jpg,中国-江西,China-Jiangxi,中国-江西-,China-Jiangxi -,中国-上海,China-Shanghai,,,未知,,,得物,Dewu,上海,Shanghai,电商,E-commerce
2024,517,113,100.0,1410.0,2%,个人,应书岭,Ying Shuling,男,43,https://res.hurun.net/default/icon_men.jpg,中国-上海,China-Shanghai,中国-上海,China-Shanghai,中国-北京,China-Beijing,本科,Undergraduate,华东师大,,,英雄互娱,Yingxiong,北京,Beijing,电竞游戏,E-sports Game
2024,517,189,100.0,1410.0,18%,个人,张恭运,Zhang Gongyun,男,61,https://res.hurun.net/default/icon_men.jpg,中国-山东,China-Shandong,,,中国-山东-高密,China-Shandong-Gaomi,本科,Undergraduate,未知,,,豪迈科技,Himile ,山东潍坊,Shandong,机械制造,Machinery
2024,517,19,100.0,1410.0,-9%,个人,张克强,Zhang Keqiang,男,64,https://res.hurun.net/photo/000422_Zhang_Keqiang.jpg,,,中国-广东,China-Guangdong,中国-广东-广州,China-Guangdong-Guangzhou,硕士,Master s,澳大利亚梅铎,,,华美国际,Huamei,广东广州,Guangdong,投资、房地产,"Investments, Real Estate"
2024,517,-215,100.0,1410.0,-44%,个人,张立国,Zhang Liguo,男,60,https://res.hurun.net/default/icon_men.jpg,,,,,中国-黑龙江-哈尔滨,China-Heilongjiang-Harbin,,,未知,,,敷尔佳,Voolga,黑龙江哈尔滨,Heilongjiang,护肤品,Skincare Products
2024,517,19,100.0,1410.0,-9%,个人,张永平,Zhang Yongping,男,63,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,,,未知,,,秀水街,Xiushuijie,北京,Beijing,房地产,Real Estate
2024,517,152,100.0,1410.0,11%,个人,周剑,Zhou Jian,男,48,https://res.hurun.net/photo/000335_Zhou_Jian.jpg,,,中国-上海,China-Shanghai,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,优必选,UBtech,广东深圳,Guangdong,机器人,Robotics
2024,551,84,95.0,1340.0,0%,家族,陈得福,Chen Tei-Fu,男,76,https://res.hurun.net/default/icon_men.jpg,中国-福建,China-Fujian,中国-台湾-嘉义,China-Taiwan-Jiayi,美国-洛杉矶,United States-Los Angeles,,,未知,,,仙妮雷德,Sunrider,美国洛杉矶,Los Angeles,医疗保健,Healthcare
2024,551,345,95.0,1340.0,36%,母女,范秀莲,Fan Xiulian,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-辽宁-沈阳,China-Liaoning-Shenyang,中国-辽宁-沈阳,China-Liaoning-Shenyang,硕士,Master s,华南工、长江商学院,,,海思科,Haisco Pharmaceutical,西藏山南,Tibet,医药,Pharmaceuticals
2024,551,14,95.0,1340.0,-10%,个人,何涛,He Tao,男,44,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,,,未知,,,圆心科技,Yuanxin,北京,Beijing,互联网医院,Pharmaceuticals
2024,551,118,95.0,1340.0,6%,个人,焦震,Jiao Zheng,男,58,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,硕士,Master s,山东、航空航天工业部第二研究院（山东大学）,,,鼎晖,CDH,北京,Beijing,投资,Investments
2024,551,-59,95.0,1340.0,-21%,夫妇,金磊,Jin Lei,男,70,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,,,,未知,,,佰仁医疗,Balance Medical,北京,Beijing,医疗器械,Health Tech
2024,551,-249,95.0,1340.0,-47%,家族,李晓明,Li Xiaoming,男,66,https://res.hurun.net/default/icon_men.jpg,,,,,中国-云南-玉溪,China-Yunnan-Yuxi,硕士,Master s,Universit of Massachusetts、Universit of Massachusetts,,,恩捷股份,Energy New Material,云南玉溪,Yunnan,包装盒生产,Packaging Production
